item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11
Coffee,Onions,,Water,Chips,Oranges,Shampoo,Soda,Toothpaste,Soda,Chips
Soda,Milk,Coffee,Cookies,Onions,Milk,Rice,Tissue,Cheese,Soap,Coffee
Butter,Chips,Chips,Soda,Yogurt,Oranges,,,Yogurt,Soap,Juice
Cheese,Water,,,Yogurt,Chips,Milk,Juice,,Chocolate,Toothpaste
Tomatoes,,,Chocolate,Eggs,Butter,Water,Juice,Soda,,Detergent
Butter,Juice,Water,Rice,Tomatoes,Coffee,,Chocolate,Tissue,Coffee,Butter
Rice,Coffee,Cookies,Onions,,Oranges,Eggs,,Onions,Cereal,Eggs
Soap,Juice,Pasta,Cookies,Coffee,Yogurt,Oranges,,Cookies,Milk,Soda
,Toothpaste,Rice,Chocolate,Fish,Soap,Coffee,Tea,Juice,Soap,Shampoo
Chips,,,Chicken,Chips,,Cereal,Butter,Water,Cereal,Cereal
Tea,Beef,Milk,Yogurt,Eggs,Chicken,,Rice,,Soap,Chicken
Chips,Beef,Detergent,Apples,Tomatoes,Soap,Oranges,Rice,Onions,Juice,Tomatoes
Beef,Butter,Oranges,Shampoo,Oranges,Bananas,Apples,Pasta,Shampoo,Water,Soap
Cereal,Rice,,Cheese,Toothpaste,Onions,,Juice,,Eggs,Bananas
Milk,Water,Chips,Rice,Fish,Cookies,Butter,Shampoo,Eggs,Pasta,Chocolate
,Tomatoes,Tissue,Apples,Tomatoes,Tomatoes,Milk,Water,Chips,,Soda
Tomatoes,Water,Apples,Tomatoes,Tea,,Cereal,Eggs,,Fish,
Shampoo,Tea,Shampoo,Chicken,Butter,Toothpaste,Soda,,Tomatoes,Chips,Soda
Chicken,Butter,Fish,,,Oranges,,Cookies,,Shampoo,
Chocolate,Eggs,Beef,Soap,Fish,,Chocolate,Bananas,,Soda,Beef
Juice,Yogurt,Fish,Detergent,Rice,Chicken,,Oranges,Yogurt,Beef,
Juice,Chocolate,Chocolate,Detergent,Cheese,Yogurt,Beef,,,Shampoo,
Bananas,Onions,Soap,Tomatoes,,,Tissue,Water,Toothpaste,Pasta,Tomatoes
Soda,,Tomatoes,Water,Chips,Chips,Bananas,Detergent,Chicken,Butter,Apples
Tea,Oranges,Juice,Tea,Water,Onions,Cookies,Tea,Detergent,Coffee,Soda
Detergent,Soap,Pasta,,,Water,Tea,,Chicken,Chicken,Water
Bananas,,Cheese,Pasta,Shampoo,Coffee,Soap,Chicken,Juice,,Fish
Pasta,Shampoo,Tea,Shampoo,Onions,Juice,Rice,Tissue,Juice,Milk,Yogurt
Milk,Rice,Tea,,Yogurt,Chips,Butter,Juice,Onions,,Cereal
Onions,Bananas,Tomatoes,Fish,Soap,Chicken,Tomatoes,,Fish,Soap,Coffee
Tomatoes,,Rice,Pasta,Milk,Onions,Butter,,Water,,Soap
Chips,Oranges,Cookies,Pasta,Pasta,,Rice,Milk,Beef,Chicken,Chocolate
Shampoo,Rice,Detergent,Bread,Chicken,Pasta,Coffee,Butter,Apples,Cookies,Rice
Coffee,Juice,,Milk,Oranges,Chocolate,Cheese,,,Chocolate,Butter
Tea,Juice,,,,,Shampoo,Pasta,Cheese,Shampoo,Chips
,Tea,Yogurt,Chocolate,Butter,Yogurt,Bananas,Pasta,Tomatoes,,Shampoo
,,Apples,Soda,Juice,Oranges,Bread,Cookies,,Tissue,
Coffee,Detergent,Shampoo,Cheese,,Milk,Chocolate,Eggs,Soda,Coffee,Soap
Coffee,Apples,Beef,Bread,,Beef,,,Bananas,Bread,Bananas
Yogurt,Onions,Cheese,,Pasta,Shampoo,Apples,Soda,,Tomatoes,Rice
Soda,,Soda,,,,Shampoo,,Fish,Bananas,Water
Cheese,Chips,Bread,Cookies,,,Chicken,Eggs,Chicken,Oranges,Chips
,Toothpaste,Pasta,Soap,,,,Yogurt,Pasta,Detergent,
,Tomatoes,,,Butter,Yogurt,Oranges,Onions,Juice,Milk,Chips
Chips,Soda,Apples,Chicken,Rice,Butter,,Toothpaste,Yogurt,,Soap
Cereal,Chicken,Tomatoes,Chicken,Soda,Toothpaste,Beef,Pasta,Cookies,Chocolate,
,Bananas,Tea,Bananas,Tea,Eggs,Cookies,,Tomatoes,Shampoo,Chips
Juice,,,Cereal,Soap,,Soap,Chicken,Butter,Cheese,Bananas
Eggs,Apples,Tomatoes,Bread,Chicken,Toothpaste,Bananas,Apples,Onions,Milk,Chips
Cereal,,Bananas,Beef,Tea,Cheese,Cereal,Soap,,,
Fish,Chips,,Shampoo,Cereal,Water,Chicken,Onions,Pasta,Pasta,Beef
Tomatoes,Chips,Milk,Pasta,Bread,Water,Cheese,,,Juice,Eggs
Soda,Tomatoes,Cookies,Shampoo,Onions,Tea,Soap,Milk,Cookies,Tea,
,Tissue,Cereal,Soda,Chips,Toothpaste,Chips,Shampoo,,Yogurt,Apples
Fish,Beef,,Chips,Cereal,Toothpaste,Shampoo,Fish,Shampoo,Coffee,Tea
Cheese,Onions,Oranges,Chocolate,Butter,Tea,Apples,Coffee,Shampoo,Bananas,Onions
Shampoo,Cheese,Soap,,Beef,Fish,Chips,,Yogurt,Cheese,Toothpaste
Oranges,,Tissue,Bread,Yogurt,Tissue,Soda,Tissue,,,Shampoo
Apples,Shampoo,Oranges,Chicken,,Chips,Chicken,Apples,Oranges,Pasta,Yogurt
Tea,Chocolate,Tomatoes,Chicken,Bananas,Juice,Water,Beef,,,Eggs
,Oranges,Soap,Fish,Pasta,Bread,Butter,,Cookies,Soda,Chips
Yogurt,,Juice,Fish,Pasta,Soda,Tea,Soap,Cheese,Toothpaste,Cookies
Water,Milk,Tea,Butter,Water,Onions,Detergent,Detergent,Toothpaste,Water,Fish
Tissue,,Tomatoes,Juice,,,Chocolate,,Eggs,,Pasta
Tomatoes,Apples,Chips,,,Chips,Onions,,Chicken,Chips,Chocolate
Rice,Chicken,Tomatoes,Tomatoes,Toothpaste,,Chocolate,Butter,,Juice,Butter
Beef,Bread,Oranges,Cheese,Chocolate,Fish,,Chocolate,Fish,,Oranges
Onions,Tissue,,,Soap,Butter,Water,,,Eggs,Coffee
Chips,,Coffee,Bananas,,,Cereal,,,Milk,Eggs
Bread,Juice,,Cheese,Rice,Cookies,Cheese,,Juice,,
Water,Onions,Tissue,Tea,,,Chicken,Soda,Beef,,Onions
Cereal,Fish,Tissue,Fish,Tea,,Cereal,Bread,Yogurt,Bread,Pasta
Chicken,Bananas,Milk,Chocolate,,Butter,Milk,Apples,Coffee,,
Milk,,Yogurt,Soda,Water,Cookies,,Coffee,Coffee,Soap,Chips
Soda,Shampoo,Detergent,Butter,Yogurt,Pasta,Fish,Soap,Milk,Fish,Soda
,Oranges,Bananas,,,,Oranges,Juice,Rice,Cheese,Tissue
Chicken,Beef,Cookies,Chicken,Cereal,Tissue,,Beef,Bread,,Detergent
Chocolate,,Milk,Cheese,Bread,,,Detergent,Beef,Milk,Cookies
,Shampoo,Detergent,Toothpaste,Eggs,Cookies,Yogurt,Bread,Cereal,Beef,
,,,Soap,Yogurt,Cookies,Beef,Tomatoes,Juice,,Cheese
,Cookies,Toothpaste,,Soda,Chocolate,Eggs,,Chicken,,Soda
Soda,,Tomatoes,Cheese,Chicken,Milk,Yogurt,,,,Cookies
Soda,,Soap,Cheese,Cereal,Cookies,Toothpaste,Detergent,Shampoo,Coffee,
Cheese,Shampoo,Rice,Cookies,Beef,Tomatoes,,Coffee,,Cheese,Pasta
Tomatoes,Toothpaste,Chocolate,Yogurt,Cookies,Cookies,Cookies,Onions,Cookies,Bananas,Milk
Eggs,,Oranges,Eggs,Juice,Tomatoes,Toothpaste,Chocolate,Onions,Bananas,Oranges
Tissue,Chicken,,,Milk,Pasta,Chips,Detergent,,,Bread
,,,Apples,Yogurt,Chicken,Detergent,,Milk,,Water
Onions,Pasta,Yogurt,Apples,Rice,Yogurt,Fish,Butter,Cookies,,Apples
,Tissue,Butter,Detergent,Tissue,Detergent,Milk,Fish,,,Yogurt
Onions,Onions,Pasta,Cookies,Chips,Chips,,Tissue,Juice,,Soda
,Soda,,Butter,Detergent,Cheese,,Eggs,Rice,Chicken,Chips
Pasta,Butter,,Detergent,,,Cereal,,Soda,,Fish
,Oranges,Chocolate,Pasta,Butter,Bananas,Butter,Oranges,,Yogurt,Beef
Chocolate,Shampoo,,Bananas,Coffee,Beef,,Toothpaste,Apples,Detergent,Apples
Bread,Onions,Tomatoes,Cheese,Chips,Coffee,Butter,Chocolate,Chicken,Rice,Water
Bananas,Pasta,Pasta,Tomatoes,Bananas,Eggs,Chips,Onions,Chips,Oranges,Rice
,Cereal,Apples,Yogurt,Butter,Rice,Milk,Tomatoes,Detergent,Cereal,Chips
Tissue,Water,Detergent,,Butter,,Water,Pasta,Coffee,Cookies,Coffee
,,Milk,,,,Butter,Rice,Onions,Tomatoes,Tomatoes
Tomatoes,Water,Beef,Chips,Cheese,Eggs,Beef,Bread,Beef,Soap,
Coffee,Tea,Soda,Juice,Coffee,Fish,Water,,Detergent,Apples,Onions
Tea,Milk,Tissue,,,Bread,Cookies,Bananas,Onions,Tissue,
,Tea,Soda,Pasta,Cookies,Pasta,Eggs,Bread,Onions,Juice,Pasta
Water,Chocolate,Rice,,Pasta,Shampoo,,,Beef,Eggs,
Pasta,,Beef,,Shampoo,Apples,Tea,,Cookies,Eggs,
Tea,,,Cookies,Cheese,Shampoo,Eggs,,,Cereal,Chocolate
,,Pasta,Eggs,,Fish,Soap,,,,Chicken
Tea,,Juice,,Chips,Eggs,Pasta,,Butter,Pasta,Apples
Yogurt,Chocolate,Chocolate,Butter,Chips,Bread,Toothpaste,Yogurt,Soda,Beef,Shampoo
Onions,Bread,Shampoo,Tomatoes,Chips,Beef,Onions,Rice,,,Soda
Detergent,Pasta,Tomatoes,Beef,Fish,Soda,Yogurt,Toothpaste,Milk,Oranges,
,Toothpaste,Chips,,,Rice,Chicken,Soap,Bread,,Milk
Cheese,Pasta,,,Butter,,Fish,Rice,Chicken,,Milk
Milk,,Fish,Apples,,Toothpaste,Cookies,Shampoo,,,Soap
Oranges,Yogurt,,Soda,Chocolate,Tea,Coffee,Soap,Chocolate,Juice,Soap
,,Tea,Eggs,Tea,Bread,Chicken,,Soda,Tomatoes,Coffee
Tomatoes,Bananas,Coffee,Chips,,Juice,Chicken,Coffee,Coffee,Oranges,
Fish,Bread,Detergent,Cheese,Soap,Chicken,Rice,Oranges,,Bananas,
Pasta,Soda,Bread,Tissue,Tea,,Chicken,Cereal,,Toothpaste,Yogurt
Rice,,,Apples,,Chips,Water,Cereal,Beef,,Bananas
Tomatoes,Fish,Fish,,Milk,Bananas,Detergent,Bananas,Beef,,Butter
Cereal,Eggs,Bread,Onions,Coffee,Tomatoes,Cereal,Chips,,Chicken,
Beef,,Chocolate,Juice,Shampoo,Pasta,Pasta,Cheese,,Water,Cereal
Tea,Soap,Tea,Chocolate,Cheese,,Onions,Cookies,Toothpaste,Chocolate,
,,Tissue,Detergent,Water,,Yogurt,Onions,Toothpaste,Shampoo,Toothpaste
Fish,Oranges,Pasta,Eggs,Cereal,Soap,Onions,,,,Soap
Cookies,Bananas,Rice,Tissue,Soap,,Juice,Beef,,Tomatoes,
Coffee,Tissue,Chicken,,Soap,Apples,Soap,Oranges,Fish,,Toothpaste
,Chocolate,Apples,Soda,Bananas,Detergent,Apples,Chips,Detergent,Onions,Water
,Juice,,Chocolate,Rice,Tissue,,Soap,Tissue,,Soap
,Chocolate,Yogurt,Detergent,Water,Water,Butter,,Yogurt,Soda,Bread
Apples,Chips,Tissue,Chocolate,Chips,,Cookies,Cereal,,Chips,Tissue
Cheese,,Cheese,Eggs,,Cheese,,Rice,Apples,Soda,
Toothpaste,,Rice,,Detergent,,Eggs,Fish,Chicken,Bananas,Cookies
Cheese,Chocolate,Rice,Chocolate,Rice,Tissue,Onions,Cookies,Cheese,,Chicken
Detergent,Butter,Toothpaste,Apples,,Eggs,,Detergent,Bananas,Cereal,
Onions,Milk,Bread,Chicken,Chips,Detergent,Rice,Water,Yogurt,Chips,Cereal
Rice,Tea,,Pasta,Milk,Onions,Cereal,Coffee,,Cheese,Fish
,Oranges,Yogurt,Soda,,Yogurt,Fish,Beef,Fish,,Onions
Bread,Toothpaste,,Water,Soap,Butter,Cereal,Milk,Chips,Cheese,Bread
,Tomatoes,Butter,Chicken,Soap,Chips,Yogurt,Bananas,Toothpaste,,Onions
Water,Yogurt,,Oranges,,Yogurt,Eggs,Tissue,Toothpaste,,Pasta
Tea,,Cookies,Chocolate,Butter,Water,Tomatoes,Bananas,Cereal,Rice,Eggs
Tea,Cereal,Apples,Fish,Milk,Shampoo,Chips,Soap,Eggs,Rice,Onions
,,,Beef,Cookies,,,Shampoo,Tissue,Tissue,Juice
,Detergent,,Water,Soap,Bread,Pasta,Soap,Tissue,Cereal,Cookies
Eggs,,Chips,,,Cheese,Cereal,Chicken,,Water,Water
Shampoo,Yogurt,Soap,,Detergent,,,Tomatoes,Detergent,Tissue,Soap
Chicken,Bananas,Tissue,Juice,,,Eggs,Soap,Bread,Chips,Fish
Shampoo,Detergent,Apples,Yogurt,Cookies,Cheese,Detergent,,Chicken,Onions,Fish
Water,Yogurt,Beef,,Soap,Tomatoes,Cereal,,Bananas,Soap,Toothpaste
Soap,Oranges,Pasta,Soap,,Butter,Cheese,,Bread,Butter,Chips
Fish,Tissue,,Chocolate,Juice,Toothpaste,Toothpaste,,Cereal,,
,,Rice,Soda,Cookies,Coffee,Detergent,Bread,,Chocolate,Eggs
Milk,Detergent,Milk,Eggs,Soap,,Butter,Tissue,,Beef,Coffee
Tissue,Rice,Detergent,Butter,Yogurt,,Bread,Cookies,,Toothpaste,Yogurt
Tissue,Shampoo,,,Chips,Oranges,Coffee,Tomatoes,,Cheese,Yogurt
Bread,Soda,Cheese,Cereal,Fish,Butter,Tissue,,Chocolate,Cookies,Toothpaste
,Fish,Toothpaste,Juice,,Fish,Coffee,Juice,Detergent,,
Rice,Fish,Toothpaste,Butter,,Bananas,Onions,Tea,Bananas,Chips,Bread
Apples,Pasta,Chocolate,Coffee,Chocolate,,Tissue,Soap,Milk,Cheese,Bread
Milk,Detergent,Chocolate,,Juice,Yogurt,Fish,Chocolate,,Detergent,Oranges
,Chips,Chicken,Milk,Pasta,Eggs,Tissue,Cheese,Shampoo,Detergent,
Tomatoes,Butter,Soap,Butter,Tissue,,Water,Apples,Chips,Juice,
Bread,Coffee,Toothpaste,Bananas,Fish,Bananas,Onions,Yogurt,Yogurt,Chocolate,Bread
Rice,Eggs,Water,Pasta,Soda,Detergent,,Onions,,Juice,Cookies
Chicken,,Juice,Tea,Soap,Beef,Milk,,Beef,Cheese,Tomatoes
,,Chips,Water,Apples,Rice,Soap,,,Yogurt,
Onions,Cheese,,,Tomatoes,Bananas,,Juice,Toothpaste,Bread,Shampoo
,Apples,Tomatoes,Bananas,Chicken,Soap,,Rice,Apples,Milk,Detergent
Onions,,Onions,Tea,Bananas,Bread,,Chips,,Water,Cookies
Juice,Juice,Soda,Pasta,,Oranges,Oranges,,Bananas,,Rice
Chips,Chips,Tea,Milk,Bread,Tea,,Rice,Apples,Eggs,Chicken
Shampoo,Onions,Tea,Coffee,,Bananas,Soda,Oranges,Beef,,Chocolate
,Butter,,Rice,Rice,,Tomatoes,Cereal,Cereal,Milk,Eggs
Water,,,Rice,Onions,Pasta,Cookies,Coffee,Rice,Eggs,Chicken
Bread,Eggs,Water,Tea,Oranges,Cookies,Yogurt,Coffee,Yogurt,Tomatoes,
Cheese,Chocolate,Coffee,Eggs,,,Juice,Tomatoes,,,
Cookies,Butter,,Toothpaste,,Rice,Pasta,Chips,Pasta,Rice,Detergent
Chocolate,Cookies,Juice,Rice,Shampoo,Soap,Toothpaste,Chips,Bread,Tissue,Beef
,Cheese,,Soda,Bread,Pasta,Tissue,,Apples,Cheese,Soap
Pasta,,Tomatoes,Shampoo,Chocolate,Beef,Detergent,Cookies,Juice,Fish,Beef
Soap,Apples,,Detergent,,Pasta,Onions,,,Bananas,Beef
Pasta,,Cereal,,Juice,Apples,Bread,Bananas,Chips,Juice,
Soap,Soap,Detergent,Chocolate,Pasta,Cereal,Chips,Chicken,Apples,,Tea
Fish,Yogurt,,Chips,,Apples,Shampoo,Eggs,,Oranges,Bananas
Pasta,Fish,Yogurt,Oranges,Rice,Chicken,Tomatoes,Bananas,Chicken,,Chicken
Tea,Milk,Apples,Detergent,Eggs,Onions,Toothpaste,Rice,Beef,,Toothpaste
Bread,Cheese,Toothpaste,Tissue,Apples,Fish,Bananas,,Butter,Cereal,Shampoo
Water,Toothpaste,,,Bananas,,Oranges,,Chicken,Bread,Soap
Beef,,,Cookies,Juice,,Tea,Rice,Apples,Cheese,Butter
Cookies,,Cereal,Bread,Cookies,,Pasta,Milk,Eggs,,Chips
Chips,Eggs,Rice,Rice,Fish,,Apples,Coffee,Tea,Chips,Beef
Milk,Coffee,,Soap,Chocolate,Chips,Oranges,,Eggs,Apples,Cookies
Bread,Chocolate,Oranges,Pasta,Onions,,,,Chicken,Pasta,
,Toothpaste,Cereal,Oranges,Beef,Beef,Cheese,Yogurt,Cheese,,Butter
Water,Apples,Tea,Tissue,Soda,Soda,,Cookies,,Soap,Cheese
Tissue,Chicken,Bread,Water,,Tissue,Onions,Beef,Chips,Coffee,Bananas
Onions,,Oranges,,,Tomatoes,Cereal,Cookies,Soap,Soap,Fish
Juice,Detergent,Chicken,,Rice,Chips,Fish,Butter,,Pasta,
,Shampoo,Tissue,,Shampoo,Cereal,Milk,Soda,Chips,Cookies,Water
Cheese,Fish,Eggs,Juice,Milk,Chips,Bread,,Cereal,Water,Chips
Fish,Water,Onions,,Cheese,Juice,Tea,Cereal,Cereal,Eggs,Tomatoes
Chocolate,Milk,Cereal,Oranges,Chicken,,Chocolate,Eggs,,Juice,Butter
,Cereal,Chips,,Apples,Rice,Cheese,Eggs,Coffee,,Tissue
Beef,Coffee,Butter,Beef,Detergent,,Tea,Onions,Tissue,Butter,Eggs
Toothpaste,Yogurt,Cookies,Soap,Oranges,,Rice,Milk,Onions,Beef,
Water,Shampoo,Toothpaste,,Onions,Eggs,Cookies,Oranges,Onions,Toothpaste,Rice
,Tea,Apples,,Chocolate,,,Soap,Eggs,Shampoo,Beef
Apples,Pasta,Detergent,Fish,Tomatoes,Oranges,Tea,,Rice,Cheese,Soap
Detergent,,Milk,Chips,Coffee,Cereal,Bread,Cereal,Chocolate,Butter,Fish
Cereal,Coffee,Shampoo,,,,,Shampoo,Juice,,
Onions,Toothpaste,Soap,Oranges,Milk,Bread,,Chicken,Bread,Tissue,Juice
Water,Chips,Milk,Pasta,Fish,Rice,Beef,Tissue,Bread,Oranges,Butter
Chocolate,Apples,Bread,Tomatoes,Tea,,,Tomatoes,,,Soda
Fish,Milk,,Soda,Apples,Rice,Beef,Toothpaste,Juice,Chips,Soap
Tomatoes,,,,Tomatoes,Detergent,Milk,Bread,Soda,Bread,Fish
,Rice,Chocolate,Pasta,Rice,Soap,Detergent,Shampoo,Shampoo,Onions,Chocolate
Bananas,Soap,,,Eggs,Tomatoes,Cereal,,Cheese,Beef,Fish
Oranges,Tomatoes,Rice,Soda,Water,Water,Coffee,Fish,Cheese,Bananas,Tea
Tomatoes,Bananas,Fish,Bread,Cheese,Fish,Cheese,Onions,Soap,Yogurt,Onions
,Eggs,Apples,Fish,,,Soap,,Yogurt,,Butter
Soap,Eggs,Oranges,Tea,Oranges,Tomatoes,Onions,Bananas,Coffee,Rice,
Shampoo,Coffee,,Cereal,Bananas,Toothpaste,Pasta,Soap,Chicken,,Pasta
Cookies,,Cereal,Soap,,Tea,Milk,Butter,Juice,Beef,Bread
,Rice,,,Soda,Coffee,Shampoo,Apples,Chips,Pasta,
Chips,Oranges,Milk,,Soda,Cookies,Chips,Beef,Apples,Oranges,
,Oranges,Cheese,Chocolate,Chocolate,Tomatoes,Apples,Juice,Eggs,Pasta,
,Butter,Pasta,,Tissue,Fish,Bananas,Eggs,Apples,Milk,Cheese
Soda,Chicken,Chocolate,Chocolate,Soap,Chocolate,Soap,Coffee,Cereal,,Pasta
Bread,Apples,,Butter,Chocolate,Yogurt,Cheese,Tea,Onions,Fish,Tomatoes
,Fish,Coffee,,,Rice,Cheese,,Apples,,
Cookies,Bread,Butter,Cereal,,Juice,Detergent,Chocolate,Bread,Apples,Chicken
,Shampoo,Oranges,Tomatoes,,Shampoo,Tomatoes,Tomatoes,Tea,,Rice
Yogurt,Tomatoes,Pasta,Cookies,Tissue,Soap,Tomatoes,Water,Detergent,Butter,Pasta
Fish,Bananas,Soap,Bread,Bread,Rice,Chips,Water,Tissue,Apples,Shampoo
Eggs,Fish,Soap,Cereal,Soap,Juice,Coffee,,Eggs,,Soda
Beef,Chicken,Soap,Rice,Cereal,,Fish,Yogurt,Yogurt,Butter,Bananas
Water,Tissue,,,Water,Cereal,Onions,Chips,Coffee,Butter,
Detergent,,Tissue,,Tea,Tomatoes,Juice,Oranges,Onions,,Water
Coffee,Milk,,Toothpaste,,Onions,Juice,Toothpaste,Coffee,,Bananas
Bananas,Soap,Bread,Soda,Apples,Tomatoes,Coffee,,,,Tomatoes
Water,Apples,Tissue,Eggs,Pasta,Rice,,Soap,Cereal,Coffee,Onions
Cookies,,Oranges,Fish,Chicken,,Cereal,Cheese,Soap,,Cereal
Shampoo,Pasta,Eggs,Tissue,Toothpaste,,Butter,Cereal,Butter,Oranges,Shampoo
Juice,,Detergent,Cheese,Eggs,,Eggs,Bread,Milk,Pasta,
Beef,Eggs,Juice,,Cereal,,Rice,,Cheese,Juice,Chocolate
Cheese,Onions,,Tissue,Tea,Yogurt,Bananas,Bananas,Soap,Shampoo,Tea
,Bananas,,Detergent,,Yogurt,,Tea,Fish,Juice,
,Cookies,Fish,Juice,Tissue,Coffee,Chicken,,Yogurt,Tissue,Apples
Detergent,Milk,Chocolate,,Water,,Beef,Juice,Cheese,Soda,Cheese
,Cookies,Cheese,,Milk,,Bananas,Pasta,Beef,Bread,Eggs
Milk,,Tomatoes,Rice,Yogurt,Eggs,Fish,Toothpaste,Water,Fish,
,Butter,Butter,Milk,Beef,Oranges,Beef,Chicken,Eggs,Bread,
Bananas,Cookies,Tomatoes,,Cookies,Apples,Tea,Fish,Pasta,Chips,Water
Bread,,Bananas,Cookies,Milk,Butter,Tea,Cereal,Shampoo,Onions,Pasta
Tissue,,Cereal,Butter,Chicken,Apples,Juice,Bananas,,,Beef
Bananas,Rice,Toothpaste,Yogurt,Tissue,Tomatoes,Juice,Onions,Pasta,Soap,Beef
,,Yogurt,Eggs,Pasta,Cookies,Juice,Toothpaste,Apples,Bread,Juice
,Onions,Cheese,Chocolate,Cheese,Tissue,Detergent,Tea,Shampoo,Chips,Butter
Tomatoes,Onions,,Water,Cereal,Beef,Yogurt,Apples,Butter,Chocolate,
Fish,Juice,Cheese,Shampoo,,Cereal,Shampoo,Water,,,Beef
Milk,Coffee,Onions,Tissue,Apples,Chicken,Cheese,Eggs,Shampoo,Juice,Yogurt
Tea,Chips,Eggs,,Chips,Pasta,Fish,Yogurt,Onions,,Milk
Fish,Oranges,Rice,Chocolate,Shampoo,Toothpaste,Cereal,Tea,Shampoo,Pasta,Eggs
Pasta,,,,,Chips,,Bananas,,Eggs,Cookies
Bread,Beef,Chicken,Water,Bananas,Detergent,Tomatoes,Soda,Pasta,Milk,Toothpaste
Eggs,Toothpaste,,,Yogurt,Beef,Bread,Bananas,Eggs,Bananas,
Eggs,,Pasta,Cheese,Eggs,Rice,Rice,Water,Shampoo,Eggs,Tomatoes
Butter,Cereal,,Apples,Tomatoes,Water,,Bananas,,Toothpaste,Cheese
Detergent,Cereal,Chips,Chocolate,Tissue,Rice,,Butter,Juice,Detergent,Juice
Soda,Tomatoes,Cereal,Chicken,Butter,Rice,Cheese,Cereal,Yogurt,Milk,
Soda,Shampoo,Toothpaste,Eggs,Fish,Cereal,Pasta,,,Tissue,
Butter,,Chocolate,Shampoo,Beef,Toothpaste,Rice,,Juice,Cereal,Chips
Tomatoes,Tomatoes,Tomatoes,Tea,Milk,Yogurt,Tea,Fish,Juice,Milk,Tissue
Tissue,Chicken,Chocolate,Shampoo,Shampoo,Cookies,Milk,,Shampoo,,Chocolate
Milk,Soap,,Cereal,Apples,Soap,Yogurt,Shampoo,Tea,Tea,Shampoo
,,,Tomatoes,Onions,,Chocolate,Beef,Shampoo,Shampoo,
Tissue,,,Rice,Cookies,Yogurt,Tissue,Pasta,Water,Rice,
Tissue,,,Onions,Milk,Yogurt,Cookies,Tea,Chicken,Cookies,Eggs
Chicken,Toothpaste,Cheese,Chicken,Onions,Cereal,,Beef,Milk,,Rice
Fish,Butter,,Soda,,Cookies,Milk,Rice,,Soda,Tomatoes
Toothpaste,Oranges,Chocolate,Oranges,Soap,Coffee,Butter,Rice,Butter,Detergent,Beef
Eggs,Tomatoes,,Oranges,,Cereal,Cereal,Onions,Onions,Yogurt,Soap
Water,Butter,,Onions,Yogurt,Tomatoes,Cheese,Coffee,Beef,Tomatoes,Bread
Yogurt,Soda,Tissue,Chips,Butter,Pasta,Tomatoes,Coffee,Pasta,Water,Oranges
Cookies,Water,Detergent,Milk,,Tea,,Rice,,Chips,Bread
Bread,Soda,Chocolate,Fish,Water,Cookies,Soda,Onions,,Juice,Tissue
Soda,Water,Fish,Onions,Tomatoes,Bananas,Coffee,Shampoo,,Toothpaste,Tomatoes
Eggs,Tomatoes,Cookies,Tomatoes,Tomatoes,,Chicken,Shampoo,Apples,Rice,Fish
Oranges,Chips,Fish,Water,Milk,Tomatoes,Coffee,Butter,,Tea,
Bananas,Fish,Yogurt,Bananas,,,Coffee,Cookies,Toothpaste,,Onions
Chicken,Chips,Soda,Chocolate,Chicken,Tomatoes,Tea,Beef,Rice,Butter,Detergent
Juice,,Cheese,,Cereal,Onions,Milk,Coffee,Soda,Onions,
Yogurt,Pasta,Detergent,Chocolate,Oranges,Bread,Tomatoes,Cereal,Yogurt,Yogurt,Soap
Eggs,,Coffee,Toothpaste,,Oranges,,Bananas,Juice,Butter,Chocolate
Detergent,Soap,Cookies,Chips,Cereal,Coffee,,Tomatoes,,Juice,Soap
Cheese,,,Soda,Cereal,Pasta,Tea,Chips,Tissue,,
Tea,Coffee,Oranges,Apples,Cookies,Chocolate,Pasta,Apples,,Eggs,Pasta
Toothpaste,Pasta,Shampoo,Toothpaste,,,Tissue,Rice,Tissue,,
Rice,Onions,Coffee,Yogurt,Bread,Tea,Tomatoes,,Cheese,Tissue,Cereal
Rice,Butter,Beef,Water,,,Yogurt,Tomatoes,Chips,Chips,Bread
,Milk,Shampoo,Oranges,Apples,Coffee,Beef,Toothpaste,,,Bananas
Tissue,Onions,Soda,,Juice,Chips,Milk,Butter,Coffee,Onions,Butter
Chocolate,Shampoo,Milk,Cheese,Tissue,Detergent,,Water,,Onions,
Juice,,Rice,Bread,,Tomatoes,,Tissue,Tissue,Toothpaste,Shampoo
Onions,,Coffee,Detergent,Soda,,Coffee,Shampoo,Oranges,Bananas,
Tea,Apples,Bananas,Apples,Tea,Oranges,Tomatoes,Tomatoes,Butter,,Rice
Tomatoes,,Cheese,Water,,Water,Yogurt,Cookies,Yogurt,Shampoo,
Pasta,Toothpaste,,,Apples,Butter,Yogurt,Rice,Yogurt,Apples,Tomatoes
,Yogurt,,Apples,,Shampoo,,Bananas,Onions,,Toothpaste
Toothpaste,Bananas,Rice,Oranges,Chips,Oranges,Cheese,Detergent,Bread,Beef,
Soap,,Chips,Butter,,Tomatoes,Fish,,Cheese,Chicken,Cereal
Bananas,Tea,Cereal,Soda,,Onions,Bread,Milk,Soda,Apples,Fish
Soda,Soap,,Yogurt,,,Onions,Onions,Milk,Water,Cookies
Milk,,Shampoo,Onions,,Toothpaste,Rice,Chicken,Juice,Tea,
